D,gap,s,spy,us_sessions
2025-05-14,0.0064944242316236,0.0069877929186161,0.006603949785734642,1.0
2025-05-15,-0.0022987719326631,0.0012193027738723,0.0012780314322096142,1.0
2025-05-16,0.0035400649952579,-0.0003080964802001,0.004884349607746863,1.0
2025-05-19,-0.0050136342598186,0.0010044010242368,0.00633402786844095,1.0
2025-05-20,0.0073979651164972,-0.0009823744438042,0.0010938461217664397,1.0
2025-05-21,0.0054192686797649,-0.0009651104503281,-0.0033621922872737464,1.0
2025-05-22,-0.0041591441474614,-0.0070290359111333,-0.016850789652983478,1.0
2025-05-23,0.0038170417911997,-0.0017701503222497,0.00039467712604679406,1.0
2025-05-26,0.0024535656808231,-0.0044660079802729,-0.006825775301577575,1.0
2025-05-28,0.0044137906007311,0.010803058842941,0.02079059136787431,1.0
2025-05-29,0.0078310795328928,-0.0021604623432837,-0.005785407771406903,1.0
2025-05-30,-0.002719912460277,0.0016058375976634,0.003947403401760141,1.0
2025-06-02,-0.0017644893198485,-0.0041932774647476,-0.0011185037847383228,1.0
2025-06-04,0.0144314133149572,0.010744305817198,0.011367705662654881,2.0
2025-06-05,0.0070339642910293,0.0029235621837625,-0.0002684731709600152,1.0
2025-06-09,0.010494126794764,0.0015754639059005,0.005386575624836354,2.0
2025-06-10,0.0059003692667856,0.0048917725755437,0.0009012551559597348,1.0
2025-06-11,0.0053867612086544,0.0055032714958356,0.005669731282665458,1.0
2025-06-12,0.0010147611082873,-0.0012390852512143,-0.0028520788113346462,1.0
2025-06-13,0.003609565297874,0.0010685259037035,0.003974349319302073,1.0
2025-06-16,0.003067719580809,-0.0074460469106773,-0.011180124223602483,1.0
2025-06-17,0.0045034106164463,0.0077681560612551,0.00951422558757331,1.0
2025-06-18,-0.0056503290308544,-0.0032918585540127,-0.008545104270081039,1.0
2025-06-19,0.0058442150501598,0.0007853236334416,-0.00015066498929716676,1.0
2025-06-23,-0.0098086383980166,-0.0023378492626571,-0.005289189092826385,1.0
2025-06-24,0.0154819660930687,0.0032193289443688,0.00987749011881256,1.0
2025-06-25,0.0077812334292153,0.0097941136979441,0.011047245877038092,1.0
2025-06-26,2.8983476433763755e-05,0.0019070370370001,0.0005602785258216336,1.0
2025-06-27,-0.0005487606586966,0.0031329959556265,0.007823824018649228,1.0
2025-06-30,0.0055007817287189,0.0008179815786389,0.004968339764334306,1.0
2025-07-01,0.0058403951204302,0.0008222655786642,0.004781191670012452,1.0
2025-07-02,-0.0018868914500482,-0.0009696279253997,-0.00032362414789344207,1.0
2025-07-03,0.008217732027909,0.0047110556044406,0.004533291803274775,1.0
2025-07-04,0.0019285908242729,0.0025674395943798,0.00788139987465386,1.0
2025-07-08,0.0040105049726735,-0.0052382406704918,-0.007452000479036269,1.0
2025-07-09,0.0026549445932955,0.0037098670886001,-0.0005477312372305088,1.0
2025-07-10,0.0033186870564114,0.0018404101317929,0.005996663994070728,1.0
2025-07-11,0.0009801733480283,0.0025548821857963,0.002820257303000284,1.0
2025-07-14,-5.665764193196754e-05,-0.00101133931611,-0.0035154072757080934,1.0
2025-07-15,-0.002251684360088,-0.0015194788245527,0.0019082172648787754,1.0
2025-07-16,-0.0024259314140767,0.0011385316058951,-0.004273271747553764,1.0
2025-07-17,0.0047201023153662,0.0001245067797712,0.0033432282214846953,1.0
2025-07-18,0.0025529955749707,0.0019894353466176,0.006119649327969823,1.0
2025-07-21,0.0009535672043947,1.5774533102574927e-05,-0.0007323752525193461,1.0
2025-07-22,-0.0002148807913452,0.0005575688704872,0.0018961764380651669,1.0
2025-07-23,0.006217771094034,-0.0027330792031374,0.00014308223598114012,1.0
2025-07-24,0.0080595997675589,0.0004861006560771,0.008507516372031176,1.0
2025-07-25,-0.001905635279482,-0.0003469089174603,0.0003310590028946514,1.0
2025-07-28,0.0101875934657809,0.0008283013202788,0.004224319453948855,1.0
2025-07-29,-0.0054058231606806,0.0034357515484874,-0.0002510958258695739,1.0
2025-07-30,0.0008481444997001,-0.0001694304395707,-0.002637599568784843,1.0
2025-07-31,0.0065479352354098,0.0011779239919515,-0.0012593076546151272,1.0
2025-08-01,-0.0108212980923805,-0.0071386291721254,-0.003751229077306739,1.0
2025-08-04,-0.0016477131005361,-0.0056027844853949,-0.01639040328219421,1.0
2025-08-05,0.0125168461103168,0.005703916885558,0.01519978873502148,1.0
2025-08-06,-0.0049843469062695,-0.002403343380773,-0.0050699689365404366,1.0
2025-08-07,0.0052124567953737,2.395673775750229e-05,0.007659695237280717,1.0
